"Var","EPU","Time","MeanCond"
"Atlantic wolffish","GOM",2011,0.982330731149878
"Atlantic wolffish","GOM",2013,0.978751865050753
"Atlantic wolffish","GOM",2014,1.05278455906234
"Atlantic wolffish","GOM",2015,0.982744966560722
"Atlantic wolffish","GOM",2018,1.12241188830922
"Atlantic wolffish","GOM",2022,1.00238894998028
"Barndoor skate","GB",1995,1.0016792939054
"Barndoor skate","GB",1999,1.00281301372193
"Barndoor skate","GB",2000,0.922069618908703
"Barndoor skate","GB",2001,0.921824309083418
"Barndoor skate","GB",2002,0.943338355290567
"Barndoor skate","GB",2003,0.952573231750069
"Barndoor skate","GB",2004,0.930681718798448
"Barndoor skate","GB",2005,0.919888542780667
"Barndoor skate","GB",2006,0.946149336478719
"Barndoor skate","GB",2007,1.01467803436772
"Barndoor skate","GB",2008,1.00977442780912
"Barndoor skate","GB",2009,0.911994746890861
"Barndoor skate","GB",2010,0.922540339254353
"Barndoor skate","GB",2011,0.918336240516036
"Barndoor skate","GB",2012,0.89803129292073
"Barndoor skate","GB",2013,0.949965478509054
"Barndoor skate","GB",2014,0.919999542620086
"Barndoor skate","GB",2015,0.950019835621202
"Barndoor skate","GB",2016,0.933079408064685
"Barndoor skate","GB",2017,0.936907676373006
"Barndoor skate","GB",2018,0.935830203576951
"Barndoor skate","GB",2019,0.952671379686397
"Barndoor skate","GB",2021,0.999662086191307
"Barndoor skate","GB",2022,0.963230303258669
"Barndoor skate","GB",2023,0.98425216214855
"Barndoor skate","GB",2024,0.920798685887561
"Barndoor skate","GOM",2003,0.886043948192614
"Barndoor skate","GOM",2005,0.968125650184597
"Barndoor skate","GOM",2006,0.952383841875341
"Barndoor skate","GOM",2007,0.901798014322166
"Barndoor skate","GOM",2008,1.02682457301509
"Barndoor skate","GOM",2009,0.957540677373748
"Barndoor skate","GOM",2010,0.934230505297496
"Barndoor skate","GOM",2011,0.977364658581218
"Barndoor skate","GOM",2012,0.983684225288076
"Barndoor skate","GOM",2013,1.0030568488345
"Barndoor skate","GOM",2014,1.00710392071951
"Barndoor skate","GOM",2015,0.979559739263158
"Barndoor skate","GOM",2016,0.998317627396458
"Barndoor skate","GOM",2017,0.978563411256282
"Barndoor skate","GOM",2018,0.978485790237228
"Barndoor skate","GOM",2019,0.99577926518929
"Barndoor skate","GOM",2021,0.985261085163193
"Barndoor skate","GOM",2022,0.984638096638022
"Barndoor skate","GOM",2023,0.963638423687501
"Barndoor skate","GOM",2024,0.971899408152853
"Barndoor skate","MAB",1999,0.874936237332494
"Barndoor skate","MAB",2002,0.975933625819407
"Barndoor skate","MAB",2003,0.957414233231736
"Barndoor skate","MAB",2005,0.884918688644635
"Barndoor skate","MAB",2006,0.863131169158326
"Barndoor skate","MAB",2007,0.878249043241423
"Barndoor skate","MAB",2008,0.950923065960007
"Barndoor skate","MAB",2009,0.944827408471495
"Barndoor skate","MAB",2010,0.923310038090725
"Barndoor skate","MAB",2011,0.966926281379092
"Barndoor skate","MAB",2012,0.836877300463289
"Barndoor skate","MAB",2013,0.942206838633327
"Barndoor skate","MAB",2014,0.949324668224496
"Barndoor skate","MAB",2015,0.942846288859586
"Barndoor skate","MAB",2016,0.945089561517273
"Barndoor skate","MAB",2018,0.90637538274392
"Barndoor skate","MAB",2019,0.922475879375782
"Barndoor skate","MAB",2021,0.950367431479605
"Barndoor skate","MAB",2022,0.996864004203525
"Barndoor skate","MAB",2023,1.01168622275803
"Barndoor skate","MAB",2024,0.923405232614424
"Black sea bass","GB",1994,0.983499504445267
"Black sea bass","GB",1999,0.959555321410565
"Black sea bass","GB",2000,0.981691965566335
"Black sea bass","GB",2003,0.964750652333011
"Black sea bass","GB",2005,0.943690937356974
"Black sea bass","GB",2007,0.962443005252158
"Black sea bass","GB",2008,1.05229635935942
"Black sea bass","GB",2009,0.954148801208511
"Black sea bass","GB",2010,0.998458915544093
"Black sea bass","GB",2011,1.01353726261957
"Black sea bass","GB",2013,1.02430387392488
"Black sea bass","GB",2014,1.03427727182046
"Black sea bass","GB",2015,1.03560547724128
"Black sea bass","GB",2016,0.962667637751526
"Black sea bass","GB",2018,1.00945078199234
"Black sea bass","GB",2019,1.00595867015523
"Black sea bass","GB",2021,0.977381377408121
"Black sea bass","GB",2022,0.973649787387798
"Black sea bass","GB",2023,1.00676757051768
"Black sea bass","GB",2024,0.934404199203593
"Black sea bass","GOM",1998,0.948393688055327
"Black sea bass","GOM",2000,1.05115005034225
"Black sea bass","GOM",2001,0.90631334218419
"Black sea bass","GOM",2002,0.973840467615133
"Black sea bass","GOM",2004,0.906627360183605
"Black sea bass","GOM",2005,0.793221988265122
"Black sea bass","GOM",2006,0.996098011557187
"Black sea bass","GOM",2008,0.939056753125264
"Black sea bass","GOM",2009,0.98400360420472
"Black sea bass","GOM",2010,0.882368939971214
"Black sea bass","GOM",2011,0.941212132710908
"Black sea bass","GOM",2012,0.934842625781368
"Black sea bass","GOM",2013,0.968720911039604
"Black sea bass","GOM",2014,0.930573645333134
"Black sea bass","GOM",2015,0.926542943080361
"Black sea bass","GOM",2016,0.981345501190922
"Black sea bass","GOM",2018,0.938865497877845
"Black sea bass","GOM",2019,0.909097747811449
"Black sea bass","GOM",2021,0.955248050675012
"Black sea bass","GOM",2022,1.0085607954348
"Black sea bass","GOM",2023,1.00645825631142
"Black sea bass","GOM",2024,1.02304734443566
"Black sea bass","MAB",1992,0.985126573557422
"Black sea bass","MAB",1993,0.998388065752221
"Black sea bass","MAB",1994,1.0217574925965
"Black sea bass","MAB",1995,0.9968883023655
"Black sea bass","MAB",1996,0.982403591839243
"Black sea bass","MAB",1997,0.986419948665215
"Black sea bass","MAB",1998,0.971424013091812
"Black sea bass","MAB",1999,1.01697170812448
"Black sea bass","MAB",2000,1.01531349109018
"Black sea bass","MAB",2001,0.977987411871382
"Black sea bass","MAB",2002,0.958435261988397
"Black sea bass","MAB",2003,0.960538865745444
"Black sea bass","MAB",2004,0.953703332015664
"Black sea bass","MAB",2005,0.975684907510173
"Black sea bass","MAB",2006,0.964236980944253
"Black sea bass","MAB",2007,0.947931236834949
"Black sea bass","MAB",2008,0.951428059577364
"Black sea bass","MAB",2009,0.961274350244107
"Black sea bass","MAB",2010,0.953243093778456
"Black sea bass","MAB",2011,0.987708244538397
"Black sea bass","MAB",2012,0.954876723228538
"Black sea bass","MAB",2013,1.00798917751452
"Black sea bass","MAB",2014,0.964832096462878
"Black sea bass","MAB",2015,0.95809910204484
"Black sea bass","MAB",2016,0.966672537813511
"Black sea bass","MAB",2018,0.895823419675499
"Black sea bass","MAB",2019,0.921059514692638
"Black sea bass","MAB",2021,0.93170009752717
"Black sea bass","MAB",2022,0.951586021474965
"Black sea bass","MAB",2023,0.961490555857222
"Black sea bass","MAB",2024,0.931022189879567
"Blackbelly rosefish","GB",2001,0.871271939760782
"Blackbelly rosefish","GB",2003,0.928514685723107
"Blackbelly rosefish","GB",2004,0.904794542622974
"Blackbelly rosefish","GB",2005,0.907630174356991
"Blackbelly rosefish","GB",2006,0.937563519876167
"Blackbelly rosefish","GB",2007,0.95899855788735
"Blackbelly rosefish","GB",2008,1.03884326324327
"Blackbelly rosefish","GB",2009,0.983960394005463
"Blackbelly rosefish","GB",2010,0.970205978406789
"Blackbelly rosefish","GB",2011,0.954831015816831
"Blackbelly rosefish","GB",2012,0.984941375771294
"Blackbelly rosefish","GB",2013,1.01776386356097
"Blackbelly rosefish","GB",2014,1.07718718044861
"Blackbelly rosefish","GB",2015,1.01096438575579
"Blackbelly rosefish","GB",2016,1.01458286021157
"Blackbelly rosefish","GB",2018,0.975746083040147
"Blackbelly rosefish","GB",2019,1.0116906806267
"Blackbelly rosefish","GB",2021,1.01695957734076
"Blackbelly rosefish","GB",2022,0.995445296049502
"Blackbelly rosefish","GB",2023,1.01447916159864
"Blackbelly rosefish","GB",2024,0.971643616591513
"Blackbelly rosefish","GOM",1999,1.07936709471811
"Blackbelly rosefish","GOM",2000,0.981116335005188
"Blackbelly rosefish","GOM",2001,0.980808840031666
"Blackbelly rosefish","GOM",2002,1.00137081870062
"Blackbelly rosefish","GOM",2003,0.975729486448296
"Blackbelly rosefish","GOM",2004,0.975338670267337
"Blackbelly rosefish","GOM",2005,0.927293887789687
"Blackbelly rosefish","GOM",2006,0.927896727593909
"Blackbelly rosefish","GOM",2007,0.995605019701108
"Blackbelly rosefish","GOM",2008,0.931658762488118
"Blackbelly rosefish","GOM",2009,0.973924440804495
"Blackbelly rosefish","GOM",2010,0.96807050363704
"Blackbelly rosefish","GOM",2011,1.00241199818519
"Blackbelly rosefish","GOM",2012,1.02519124759495
"Blackbelly rosefish","GOM",2013,1.03194130832286
"Blackbelly rosefish","GOM",2014,1.00913038520801
"Blackbelly rosefish","GOM",2015,1.04069489965371
"Blackbelly rosefish","GOM",2016,1.00449117790524
"Blackbelly rosefish","GOM",2018,1.05796678083125
"Blackbelly rosefish","GOM",2019,1.01849951728959
"Blackbelly rosefish","GOM",2021,1.07325388273862
"Blackbelly rosefish","GOM",2022,1.03686599518192
"Blackbelly rosefish","GOM",2023,1.03784995214163
"Blackbelly rosefish","GOM",2024,0.986733968663018
"Blackbelly rosefish","MAB",1998,0.905613072900542
"Blackbelly rosefish","MAB",2000,0.970451384645785
"Blackbelly rosefish","MAB",2001,0.937455839084404
"Blackbelly rosefish","MAB",2002,0.924686301030607
"Blackbelly rosefish","MAB",2003,0.951058652160714
"Blackbelly rosefish","MAB",2004,0.924064155776655
"Blackbelly rosefish","MAB",2005,0.93968095091856
"Blackbelly rosefish","MAB",2006,0.855459383990141
"Blackbelly rosefish","MAB",2007,1.00578220175453
"Blackbelly rosefish","MAB",2008,1.00489324482334
"Blackbelly rosefish","MAB",2009,0.941027251678176
"Blackbelly rosefish","MAB",2010,0.953867321244334
"Blackbelly rosefish","MAB",2011,0.908302073736166
"Blackbelly rosefish","MAB",2012,0.888935118457899
"Blackbelly rosefish","MAB",2013,0.966114834046723
"Blackbelly rosefish","MAB",2014,0.989247782312231
"Blackbelly rosefish","MAB",2015,0.914277637279743
"Blackbelly rosefish","MAB",2016,0.893705932589733
"Blackbelly rosefish","MAB",2018,0.947822734964822
"Blackbelly rosefish","MAB",2019,0.866161990032693
"Blackbelly rosefish","MAB",2021,1.03616123022901
"Blackbelly rosefish","MAB",2022,0.970029488050285
"Blackbelly rosefish","MAB",2023,0.994881509207293
"Blackbelly rosefish","MAB",2024,0.950907724081802
"Bluefish","GB",1992,0.97838955777494
"Bluefish","GB",1993,0.958652383208787
"Bluefish","GB",1994,1.00920550646341
"Bluefish","GB",1995,0.974407451445175
"Bluefish","GB",1996,1.0171300151551
"Bluefish","GB",1997,1.01357507462898
"Bluefish","GB",1998,0.96032802649648
"Bluefish","GB",1999,1.03211300026501
"Bluefish","GB",2000,0.989832907374678
"Bluefish","GB",2001,0.897531794680321
"Bluefish","GB",2002,0.889776801283693
"Bluefish","GB",2003,0.989628610091172
"Bluefish","GB",2004,0.883656906262848
"Bluefish","GB",2005,0.93487608006024
"Bluefish","GB",2006,0.93091931110713
"Bluefish","GB",2007,0.950270392847381
"Bluefish","GB",2008,0.941312048769255
"Bluefish","GB",2009,0.979122429438564
"Bluefish","GB",2010,0.995815681802001
"Bluefish","GB",2011,0.972750626347333
"Bluefish","GB",2012,0.955081840087629
"Bluefish","GB",2013,1.0367820330079
"Bluefish","GB",2014,0.988266906772501
"Bluefish","GB",2015,0.991182163759019
"Bluefish","GB",2016,0.982041887845004
"Bluefish","GB",2018,1.03113340185013
"Bluefish","GB",2019,1.04802768965365
"Bluefish","GB",2024,0.955718148519427
"Bluefish","MAB",1992,1.01669375008952
"Bluefish","MAB",1993,1.0228953195852
"Bluefish","MAB",1994,1.00936299709738
"Bluefish","MAB",1995,0.997116023903428
"Bluefish","MAB",1996,1.00335607614725
"Bluefish","MAB",1997,0.9487954279926
"Bluefish","MAB",1998,0.985687356701632
"Bluefish","MAB",1999,1.00856586996492
"Bluefish","MAB",2000,1.00574706028224
"Bluefish","MAB",2001,0.937425541531964
"Bluefish","MAB",2002,0.939969883930747
"Bluefish","MAB",2003,0.979439000308772
"Bluefish","MAB",2004,0.960232678341081
"Bluefish","MAB",2005,0.973471389863809
"Bluefish","MAB",2006,0.932396482786344
"Bluefish","MAB",2007,0.948620957053578
"Bluefish","MAB",2008,0.946551131683364
"Bluefish","MAB",2009,0.994576594250007
"Bluefish","MAB",2010,0.984090762282315
"Bluefish","MAB",2011,0.972566194785672
"Bluefish","MAB",2012,0.970943875167986
"Bluefish","MAB",2013,1.00196396615651
"Bluefish","MAB",2014,0.96326827990163
"Bluefish","MAB",2015,1.00304806047441
"Bluefish","MAB",2016,1.00359578084029
"Bluefish","MAB",2018,1.01925481798849
"Bluefish","MAB",2019,1.03085063184791
"Bluefish","MAB",2021,0.985787515607565
"Bluefish","MAB",2022,1.05256568051115
"Bluefish","MAB",2023,1.02235538289354
"Bluefish","MAB",2024,1.05160052324247
"Bluntnose stingray","MAB",1996,1.03156297922912
"Bluntnose stingray","MAB",1997,1.02082617590074
"Bluntnose stingray","MAB",1998,0.995402345100906
"Bluntnose stingray","MAB",1999,0.930624561622001
"Bluntnose stingray","MAB",2000,1.00654358970252
"Bluntnose stingray","MAB",2001,0.939429842834399
"Bluntnose stingray","MAB",2002,0.887105849945514
"Bluntnose stingray","MAB",2003,0.971121317690973
"Bluntnose stingray","MAB",2004,0.950350968254283
"Bluntnose stingray","MAB",2005,0.96102382489668
"Bluntnose stingray","MAB",2006,0.971444399200301
"Bluntnose stingray","MAB",2007,0.898679401568699
"Bluntnose stingray","MAB",2008,0.952379868506529
"Bluntnose stingray","MAB",2009,0.994374835860899
"Bluntnose stingray","MAB",2010,0.982192624307311
"Bluntnose stingray","MAB",2011,1.00158708857172
"Bluntnose stingray","MAB",2012,0.971458259660252
"Bluntnose stingray","MAB",2013,0.880356463556089
"Bluntnose stingray","MAB",2014,0.995113164809287
"Bluntnose stingray","MAB",2015,0.873089657316015
"Bluntnose stingray","MAB",2016,0.965471757236285
"Bluntnose stingray","MAB",2018,1.0360994934026
"Bluntnose stingray","MAB",2019,1.02197989896388
"Bluntnose stingray","MAB",2021,0.980246022548766
"Bluntnose stingray","MAB",2022,1.00281854356695
"Bluntnose stingray","MAB",2023,0.986207397124522
"Bluntnose stingray","MAB",2024,0.990998096270206
"Bullnose ray","MAB",1996,0.995670495012301
"Bullnose ray","MAB",1997,1.02090679258882
"Bullnose ray","MAB",1998,0.997305342198978
"Bullnose ray","MAB",1999,0.977087684493191
"Bullnose ray","MAB",2000,1.01547216928553
"Bullnose ray","MAB",2001,0.943110907865626
"Bullnose ray","MAB",2002,0.971995476756589
"Bullnose ray","MAB",2003,0.982410107143695
"Bullnose ray","MAB",2004,0.980608650253759
"Bullnose ray","MAB",2005,0.947675811330981
"Bullnose ray","MAB",2006,0.968266748194791
"Bullnose ray","MAB",2007,0.957985404250107
"Bullnose ray","MAB",2008,0.947103007141434
"Bullnose ray","MAB",2009,0.995431841522498
"Bullnose ray","MAB",2010,0.98683916421972
"Bullnose ray","MAB",2011,1.00393460927925
"Bullnose ray","MAB",2012,0.998603069090951
"Bullnose ray","MAB",2013,0.960404641662105
"Bullnose ray","MAB",2014,0.993545581777758
"Bullnose ray","MAB",2015,0.954688916444483
"Bullnose ray","MAB",2016,1.00218989641316
"Bullnose ray","MAB",2018,1.01107829890007
"Bullnose ray","MAB",2019,0.970739704491973
"Bullnose ray","MAB",2021,0.986458482507447
"Bullnose ray","MAB",2022,0.920253031688125
"Bullnose ray","MAB",2023,1.00186515961281
"Bullnose ray","MAB",2024,1.01889139663875
"Butterfish","GB",1992,1.0269113965841
"Butterfish","GB",1993,1.03454373663852
"Butterfish","GB",1994,1.03744281744751
"Butterfish","GB",1995,1.01306590909965
"Butterfish","GB",1996,0.999589580834473
"Butterfish","GB",1997,1.00888800075564
"Butterfish","GB",1998,0.967177756872989
"Butterfish","GB",1999,0.981299228869048
"Butterfish","GB",2000,1.08929954095276
"Butterfish","GB",2001,0.954841834372778
"Butterfish","GB",2002,0.975379691741441
"Butterfish","GB",2003,0.930560470346929
"Butterfish","GB",2004,0.858415860434659
"Butterfish","GB",2005,0.852910073751388
"Butterfish","GB",2006,0.913860053937933
"Butterfish","GB",2007,0.98661357351257
"Butterfish","GB",2008,0.897852071292567
"Butterfish","GB",2009,0.927837687374812
"Butterfish","GB",2010,0.914697183681979
"Butterfish","GB",2011,0.935317081517755
"Butterfish","GB",2012,0.968402764009732
"Butterfish","GB",2013,1.00525551641217
"Butterfish","GB",2014,0.997631220357652
"Butterfish","GB",2015,1.0279791541326
"Butterfish","GB",2016,1.04020753639043
"Butterfish","GB",2018,1.03033337695052
"Butterfish","GB",2019,0.995511484554528
"Butterfish","GB",2021,0.988262225688845
"Butterfish","GB",2022,0.979698360906247
"Butterfish","GB",2023,0.900786245757601
"Butterfish","GB",2024,1.01049109790439
"Butterfish","GOM",1992,1.00098732803721
"Butterfish","GOM",1993,1.06388308647228
"Butterfish","GOM",1994,0.98730530812522
"Butterfish","GOM",1995,0.992513009561886
"Butterfish","GOM",1996,1.0539766959981
"Butterfish","GOM",1997,0.91346603032531
"Butterfish","GOM",1998,0.988998094925384
"Butterfish","GOM",1999,0.963103884213011
"Butterfish","GOM",2000,1.05422730118998
"Butterfish","GOM",2001,0.925018640021478
"Butterfish","GOM",2002,0.900923546634893
"Butterfish","GOM",2003,0.906000087074732
"Butterfish","GOM",2004,0.742311728512607
"Butterfish","GOM",2005,0.77444899529956
"Butterfish","GOM",2006,0.905535434552438
"Butterfish","GOM",2007,0.974119094622965
"Butterfish","GOM",2008,0.855077866867764
"Butterfish","GOM",2009,0.952455597711534
"Butterfish","GOM",2010,0.973766394907854
"Butterfish","GOM",2011,0.959792819571414
"Butterfish","GOM",2012,1.03929873154503
"Butterfish","GOM",2013,0.995423508733795
"Butterfish","GOM",2014,1.01702595354462
"Butterfish","GOM",2015,0.987958482266572
"Butterfish","GOM",2016,0.998975171635274
"Butterfish","GOM",2018,0.988000110203777
"Butterfish","GOM",2019,0.962082401980504
"Butterfish","GOM",2021,0.968425631602835
"Butterfish","GOM",2022,0.925597586182806
"Butterfish","GOM",2023,0.972624223979554
"Butterfish","GOM",2024,0.990543161160914
"Butterfish","MAB",1992,0.976626248437473
"Butterfish","MAB",1993,1.02899506919448
"Butterfish","MAB",1994,0.984181957244106
"Butterfish","MAB",1995,1.04696418452952
"Butterfish","MAB",1996,1.03248218278324
"Butterfish","MAB",1997,0.989850319299696
"Butterfish","MAB",1998,1.00978061391567
"Butterfish","MAB",1999,1.06272625112117
"Butterfish","MAB",2000,1.02691077897992
"Butterfish","MAB",2001,0.944172584407296
"Butterfish","MAB",2002,0.939735349177398
"Butterfish","MAB",2003,1.01131712929489
"Butterfish","MAB",2004,0.946956025637331
"Butterfish","MAB",2005,0.918103802175518
"Butterfish","MAB",2006,0.975634384481053
"Butterfish","MAB",2007,0.992907502836198
"Butterfish","MAB",2008,0.910344119603093
"Butterfish","MAB",2009,0.997805611808186
"Butterfish","MAB",2010,1.01226970832027
"Butterfish","MAB",2011,1.03285319669319
"Butterfish","MAB",2012,1.01920054906377
"Butterfish","MAB",2013,1.04910977009947
"Butterfish","MAB",2014,1.00384796433975
"Butterfish","MAB",2015,1.01858123840354
"Butterfish","MAB",2016,1.07417821926804
"Butterfish","MAB",2018,1.02219457073057
"Butterfish","MAB",2019,1.04522588133787
"Butterfish","MAB",2021,0.996444941641114
"Butterfish","MAB",2022,0.990331632491509
"Butterfish","MAB",2023,1.0245457958899
"Butterfish","MAB",2024,1.04372993196667
"Butterfish","SS",1992,1.009316061318
"Butterfish","SS",1993,1.1261913793793
"Butterfish","SS",1994,0.961574693401887
"Butterfish","SS",1995,1.0813782311161
"Butterfish","SS",1997,0.824215048160208
"Butterfish","SS",1998,0.937719856710152
"Butterfish","SS",1999,0.911607090414511
"Butterfish","SS",2001,0.838480413959461
"Butterfish","SS",2002,0.916678207140912
"Butterfish","SS",2003,0.811240660555458
"Butterfish","SS",2006,0.948491570134861
"Butterfish","SS",2008,0.971873566855928
"Butterfish","SS",2009,0.856940344169378
"Butterfish","SS",2010,0.958905138009833
"Butterfish","SS",2011,0.92744319283782
"Butterfish","SS",2012,1.12543995491574
"Butterfish","SS",2013,0.908012207987442
"Butterfish","SS",2014,1.08433701194888
"Butterfish","SS",2015,0.88267044078154
"Butterfish","SS",2016,0.948731540511459
"Butterfish","SS",2021,0.782866172775758
"Butterfish","SS",2022,0.978548603555114
"Butterfish",NA,1992,0.775090987538811
"Butterfish",NA,1993,1.12912655779499
"Butterfish",NA,1994,1.02541845521775
"Butterfish",NA,1995,1.031834636993
"Butterfish",NA,1996,1.14091738377959
"Butterfish",NA,1999,1.13889421656169
"Butterfish",NA,2000,1.05264617223427
"Butterfish",NA,2001,0.995620782310929
"Butterfish",NA,2002,1.0154579913476
"Butterfish",NA,2005,0.993246080594084
"Butterfish",NA,2006,1.02556368490213
"Butterfish",NA,2008,1.09427308570776
"Butterfish",NA,2009,1.0725306335883
"Butterfish",NA,2010,1.05089208792978
"Butterfish",NA,2011,1.13569377650297
"Butterfish",NA,2012,1.03282243630387
"Butterfish",NA,2013,1.0486087835762
"Butterfish",NA,2014,1.04688849949934
"Butterfish",NA,2015,0.98332918007349
"Butterfish",NA,2016,1.0844160260257
"Butterfish",NA,2019,0.931795675316689
"Butterfish",NA,2021,0.977128804272474
"Butterfish",NA,2022,1.1267461803255
"Butterfish",NA,2023,0.94838824101396
"Butterfish",NA,2024,1.07484514375696
"Clearnose skate","MAB",1994,1.01283059316805
"Clearnose skate","MAB",1995,1.02454734355933
"Clearnose skate","MAB",1996,1.00017328215824
"Clearnose skate","MAB",1999,1.03491889766751
"Clearnose skate","MAB",2000,0.990892415756352
"Clearnose skate","MAB",2001,0.987468254515257
"Clearnose skate","MAB",2002,1.03159807553519
"Clearnose skate","MAB",2003,0.993381193381048
"Clearnose skate","MAB",2004,0.951687483424667
"Clearnose skate","MAB",2005,0.92768046700458
"Clearnose skate","MAB",2006,0.986180567294984
"Clearnose skate","MAB",2007,0.97168512334866
"Clearnose skate","MAB",2008,0.976549075626094
"Clearnose skate","MAB",2009,1.01805705621651
"Clearnose skate","MAB",2010,1.00832258992562
"Clearnose skate","MAB",2011,1.0317078667496
"Clearnose skate","MAB",2012,0.980959611276178
"Clearnose skate","MAB",2013,0.992107672267545
"Clearnose skate","MAB",2014,0.986380847615071
"Clearnose skate","MAB",2015,0.97452056839088
"Clearnose skate","MAB",2016,0.999375993445469
"Clearnose skate","MAB",2018,1.03276565935143
"Clearnose skate","MAB",2019,1.01001636194302
"Clearnose skate","MAB",2021,1.01730698363257
"Clearnose skate","MAB",2022,1.00858679268284
"Clearnose skate","MAB",2023,1.03008066236636
"Clearnose skate","MAB",2024,0.998759366780819
"Cownose ray","MAB",1996,0.952214321334434
"Cownose ray","MAB",1998,1.01424393191145
"Cownose ray","MAB",1999,0.973101752989958
"Cownose ray","MAB",2000,0.980100501502994
"Cownose ray","MAB",2002,0.921069728937894
"Cownose ray","MAB",2003,0.91374761123682
"Cownose ray","MAB",2004,0.821340727071614
"Cownose ray","MAB",2005,0.98567278191239
"Cownose ray","MAB",2006,0.95879696126499
"Cownose ray","MAB",2007,0.936186751962254
"Cownose ray","MAB",2008,0.93590817282818
"Cownose ray","MAB",2009,0.899071355819717
"Cownose ray","MAB",2011,0.982308370013867
"Cownose ray","MAB",2012,0.900754920327836
"Cownose ray","MAB",2016,0.95881473603235
"Cownose ray","MAB",2018,0.969919481604313
"Cownose ray","MAB",2019,0.854540206263841
"Cownose ray","MAB",2021,0.832419522484523
"Cownose ray","MAB",2023,0.967314960098288
"Cownose ray","MAB",2024,0.943447484172055
"Cusk","GOM",1992,0.971804498239798
"Cusk","GOM",1993,0.968983950455904
"Cusk","GOM",1995,0.986511715427284
"Cusk","GOM",1996,0.969973117634602
"Cusk","GOM",1997,0.992379243498044
"Cusk","GOM",1998,1.01033935937044
"Cusk","GOM",1999,0.979325664991977
"Cusk","GOM",2000,1.07123082007349
"Cusk","GOM",2001,0.927537397909111
"Cusk","GOM",2002,0.993360154175476
"Cusk","GOM",2003,0.971692462252631
"Cusk","GOM",2004,0.939212411145886
"Cusk","GOM",2005,0.972931972233656
"Cusk","GOM",2006,0.989069220092595
"Cusk","GOM",2008,0.9942748072992
"Cusk","GOM",2009,0.973669607042358
"Cusk","GOM",2010,0.951725960781172
"Cusk","GOM",2011,0.872890150670847
"Cusk","GOM",2012,0.945691655034584
"Cusk","GOM",2014,0.992904155613013
"Cusk","GOM",2015,1.00929193221161
"Cusk","GOM",2016,1.01603262902462
"Cusk","GOM",2017,0.932325130884508
"Cusk","GOM",2018,1.00946904853916
"Cusk","GOM",2019,0.963454822561917
"Cusk","GOM",2021,0.996323018427356
"Cusk","GOM",2022,0.978476807400248
"Cusk","GOM",2023,0.966567854420542
"Cusk","GOM",2024,0.996936422176994
"Fourspot","GB",1992,0.99652913802692
"Fourspot","GB",1993,0.952338376054298
"Fourspot","GB",1994,1.01792411951809
"Fourspot","GB",1995,0.961946273542442
"Fourspot","GB",1996,0.921107092007862
"Fourspot","GB",1997,1.05514306851809
"Fourspot","GB",1998,1.04504555963387
"Fourspot","GB",1999,1.02482448290919
"Fourspot","GB",2000,0.994832803407463
"Fourspot","GB",2001,0.980974157425111
"Fourspot","GB",2002,1.04024842849533
"Fourspot","GB",2003,1.02325816802827
"Fourspot","GB",2004,0.955348848296621
"Fourspot","GB",2005,0.986530619251076
"Fourspot","GB",2006,1.00517163884869
"Fourspot","GB",2007,1.00672078833509
"Fourspot","GB",2008,1.02575053091364
"Fourspot","GB",2009,0.985804625203841
"Fourspot","GB",2010,1.03080480612376
"Fourspot","GB",2011,1.01085439105777
"Fourspot","GB",2012,1.03994561081182
"Fourspot","GB",2013,1.10024150269298
"Fourspot","GB",2014,0.989820521338221
"Fourspot","GB",2015,1.05510234991957
"Fourspot","GB",2016,1.05054855589385
"Fourspot","GB",2017,1.08717130404374
"Fourspot","GB",2018,1.03651272277037
"Fourspot","GB",2019,1.06524931604766
"Fourspot","GB",2021,1.04182854247576
"Fourspot","GB",2022,1.05282119633941
"Fourspot","GB",2023,1.08856072175433
"Fourspot","GB",2024,1.00883905052858
"Fourspot","GOM",1992,1.0861817611536
"Fourspot","GOM",1993,1.06666400432602
"Fourspot","GOM",1994,1.09069242324235
"Fourspot","GOM",1995,1.01925436108844
"Fourspot","GOM",1996,1.02943807348711
"Fourspot","GOM",1997,1.08167577272675
"Fourspot","GOM",1998,1.02207331569063
"Fourspot","GOM",1999,1.1044242257756
"Fourspot","GOM",2000,0.998003570841268
"Fourspot","GOM",2001,1.02936766234426
"Fourspot","GOM",2002,1.0559500326833
"Fourspot","GOM",2003,1.05301283596486
"Fourspot","GOM",2004,1.0380844623748
"Fourspot","GOM",2005,1.04126134867575
"Fourspot","GOM",2006,1.06323552610581
"Fourspot","GOM",2007,1.06095095796559
"Fourspot","GOM",2008,1.04591857870095
"Fourspot","GOM",2009,1.06193297414651
"Fourspot","GOM",2010,1.00305388371612
"Fourspot","GOM",2011,1.06965032349254
"Fourspot","GOM",2012,1.01804708400295
"Fourspot","GOM",2013,1.05158583180326
"Fourspot","GOM",2014,1.04544998896599
"Fourspot","GOM",2015,1.05847727414319
"Fourspot","GOM",2016,1.05728176542081
"Fourspot","GOM",2017,1.08635389776058
"Fourspot","GOM",2018,1.08242766145982
"Fourspot","GOM",2019,1.09977358878206
"Fourspot","GOM",2021,1.0361149837889
"Fourspot","GOM",2022,1.04815738747951
"Fourspot","GOM",2023,1.03583791668829
"Fourspot","GOM",2024,1.04399349213644
"Fourspot","MAB",1992,1.01488732192623
